tensor,group,layer,expert,packed_expert_count,shape,dtype,numel,bytes,shard
model.language_model.layers.29.mlp.experts.gate_up_proj,routed_expert,29.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00021-of-00026.safetensors
model.language_model.layers.29.mlp.gate.weight,router,29.0,,,256x2048,bfloat16,524288,1048576,model-00021-of-00026.safetensors
model.language_model.layers.29.mlp.shared_expert.down_proj.weight,shared_expert,29.0,,,2048x512,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.29.mlp.shared_expert.gate_proj.weight,shared_expert,29.0,,,512x2048,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.29.mlp.shared_expert.up_proj.weight,shared_expert,29.0,,,512x2048,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.29.mlp.shared_expert_gate.weight,shared_expert,29.0,,,1x2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.29.post_attention_layernorm.weight,norm,29.0,,,2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.30.input_layernorm.weight,norm,30.0,,,2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.30.linear_attn.A_log,attention,30.0,,,32,bfloat16,32,64,model-00021-of-00026.safetensors
model.language_model.layers.30.linear_attn.conv1d.weight,attention,30.0,,,8192x1x4,bfloat16,32768,65536,model-00021-of-00026.safetensors
model.language_model.layers.30.linear_attn.dt_bias,attention,30.0,,,32,bfloat16,32,64,model-00021-of-00026.safetensors
model.language_model.layers.30.linear_attn.in_proj_a.weight,attention,30.0,,,32x2048,bfloat16,65536,131072,model-00021-of-00026.safetensors
model.language_model.layers.30.linear_attn.in_proj_b.weight,attention,30.0,,,32x2048,bfloat16,65536,131072,model-00021-of-00026.safetensors
model.language_model.layers.30.linear_attn.norm.weight,norm,30.0,,,128,bfloat16,128,256,model-00021-of-00026.safetensors
model.language_model.layers.30.mlp.experts.down_proj,routed_expert,30.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00021-of-00026.safetensors
model.language_model.layers.30.mlp.gate.weight,router,30.0,,,256x2048,bfloat16,524288,1048576,model-00021-of-00026.safetensors
model.language_model.layers.30.mlp.shared_expert.down_proj.weight,shared_expert,30.0,,,2048x512,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.30.mlp.shared_expert.gate_proj.weight,shared_expert,30.0,,,512x2048,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.30.mlp.shared_expert.up_proj.weight,shared_expert,30.0,,,512x2048,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.30.mlp.shared_expert_gate.weight,shared_expert,30.0,,,1x2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.30.post_attention_layernorm.weight,norm,30.0,,,2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.31.input_layernorm.weight,norm,31.0,,,2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.31.mlp.gate.weight,router,31.0,,,256x2048,bfloat16,524288,1048576,model-00021-of-00026.safetensors
model.language_model.layers.31.mlp.shared_expert.down_proj.weight,shared_expert,31.0,,,2048x512,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.31.mlp.shared_expert.gate_proj.weight,shared_expert,31.0,,,512x2048,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.31.mlp.shared_expert.up_proj.weight,shared_expert,31.0,,,512x2048,bfloat16,1048576,2097152,model-00021-of-00026.safetensors
model.language_model.layers.31.mlp.shared_expert_gate.weight,shared_expert,31.0,,,1x2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.31.post_attention_layernorm.weight,norm,31.0,,,2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.31.self_attn.k_norm.weight,norm,31.0,,,256,bfloat16,256,512,model-00021-of-00026.safetensors
model.language_model.layers.31.self_attn.q_norm.weight,norm,31.0,,,256,bfloat16,256,512,model-00021-of-00026.safetensors
model.language_model.layers.32.input_layernorm.weight,norm,32.0,,,2048,bfloat16,2048,4096,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.A_log,attention,32.0,,,32,bfloat16,32,64,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.conv1d.weight,attention,32.0,,,8192x1x4,bfloat16,32768,65536,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.dt_bias,attention,32.0,,,32,bfloat16,32,64,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.in_proj_a.weight,attention,32.0,,,32x2048,bfloat16,65536,131072,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.in_proj_b.weight,attention,32.0,,,32x2048,bfloat16,65536,131072,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.in_proj_qkv.weight,attention,32.0,,,8192x2048,bfloat16,16777216,33554432,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.in_proj_z.weight,attention,32.0,,,4096x2048,bfloat16,8388608,16777216,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.norm.weight,norm,32.0,,,128,bfloat16,128,256,model-00022-of-00026.safetensors
model.language_model.layers.32.linear_attn.out_proj.weight,attention,32.0,,,2048x4096,bfloat16,8388608,16777216,model-00022-of-00026.safetensors
model.language_model.layers.32.mlp.experts.down_proj,routed_expert,32.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00022-of-00026.safetensors
model.language_model.layers.32.mlp.experts.gate_up_proj,routed_expert,32.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00022-of-00026.safetensors
model.language_model.layers.32.mlp.gate.weight,router,32.0,,,256x2048,bfloat16,524288,1048576,model-00022-of-00026.safetensors
model.language_model.layers.32.mlp.shared_expert.down_proj.weight,shared_expert,32.0,,,2048x512,bfloat16,1048576,2097152,model-00022-of-00026.safetensors
model.language_model.layers.32.mlp.shared_expert.gate_proj.weight,shared_expert,32.0,,,512x2048,bfloat16,1048576,2097152,model-00022-of-00026.safetensors
model.language_model.layers.32.mlp.shared_expert.up_proj.weight,shared_expert,32.0,,,512x2048,bfloat16,1048576,2097152,model-00022-of-00026.safetensors
model.language_model.layers.32.mlp.shared_expert_gate.weight,shared_expert,32.0,,,1x2048,bfloat16,2048,4096,model-00022-of-00026.safetensors
model.language_model.layers.32.post_attention_layernorm.weight,norm,32.0,,,2048,bfloat16,2048,4096,model-00022-of-00026.safetensors
model.language_model.layers.33.input_layernorm.weight,norm,33.0,,,2048,bfloat16,2048,4096,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.A_log,attention,33.0,,,32,bfloat16,32,64,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.conv1d.weight,attention,33.0,,,8192x1x4,bfloat16,32768,65536,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.dt_bias,attention,33.0,,,32,bfloat16,32,64,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.in_proj_a.weight,attention,33.0,,,32x2048,bfloat16,65536,131072,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.in_proj_b.weight,attention,33.0,,,32x2048,bfloat16,65536,131072,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.in_proj_qkv.weight,attention,33.0,,,8192x2048,bfloat16,16777216,33554432,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.in_proj_z.weight,attention,33.0,,,4096x2048,bfloat16,8388608,16777216,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.norm.weight,norm,33.0,,,128,bfloat16,128,256,model-00022-of-00026.safetensors
model.language_model.layers.33.linear_attn.out_proj.weight,attention,33.0,,,2048x4096,bfloat16,8388608,16777216,model-00022-of-00026.safetensors
model.language_model.layers.33.mlp.experts.down_proj,routed_expert,33.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00022-of-00026.safetensors
model.language_model.layers.33.mlp.experts.gate_up_proj,routed_expert,33.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00022-of-00026.safetensors
model.language_model.layers.33.mlp.gate.weight,router,33.0,,,256x2048,bfloat16,524288,1048576,model-00022-of-00026.safetensors
model.language_model.layers.33.mlp.shared_expert.down_proj.weight,shared_expert,33.0,,,2048x512,bfloat16,1048576,2097152,model-00022-of-00026.safetensors
model.language_model.layers.33.mlp.shared_expert.gate_proj.weight,shared_expert,33.0,,,512x2048,bfloat16,1048576,2097152,model-00022-of-00026.safetensors
model.language_model.layers.33.mlp.shared_expert.up_proj.weight,shared_expert,33.0,,,512x2048,bfloat16,1048576,2097152,model-00022-of-00026.safetensors
model.language_model.layers.33.mlp.shared_expert_gate.weight,shared_expert,33.0,,,1x2048,bfloat16,2048,4096,model-00022-of-00026.safetensors
model.language_model.layers.33.post_attention_layernorm.weight,norm,33.0,,,2048,bfloat16,2048,4096,model-00022-of-00026.safetensors
model.language_model.layers.34.input_layernorm.weight,norm,34.0,,,2048,bfloat16,2048,4096,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.A_log,attention,34.0,,,32,bfloat16,32,64,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.conv1d.weight,attention,34.0,,,8192x1x4,bfloat16,32768,65536,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.dt_bias,attention,34.0,,,32,bfloat16,32,64,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.in_proj_a.weight,attention,34.0,,,32x2048,bfloat16,65536,131072,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.in_proj_b.weight,attention,34.0,,,32x2048,bfloat16,65536,131072,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.in_proj_qkv.weight,attention,34.0,,,8192x2048,bfloat16,16777216,33554432,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.in_proj_z.weight,attention,34.0,,,4096x2048,bfloat16,8388608,16777216,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.norm.weight,norm,34.0,,,128,bfloat16,128,256,model-00023-of-00026.safetensors
model.language_model.layers.34.linear_attn.out_proj.weight,attention,34.0,,,2048x4096,bfloat16,8388608,16777216,model-00023-of-00026.safetensors
model.language_model.layers.34.mlp.experts.down_proj,routed_expert,34.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00023-of-00026.safetensors
model.language_model.layers.34.mlp.experts.gate_up_proj,routed_expert,34.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00023-of-00026.safetensors
model.language_model.layers.34.mlp.gate.weight,router,34.0,,,256x2048,bfloat16,524288,1048576,model-00023-of-00026.safetensors
model.language_model.layers.34.mlp.shared_expert.down_proj.weight,shared_expert,34.0,,,2048x512,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.34.mlp.shared_expert.gate_proj.weight,shared_expert,34.0,,,512x2048,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.34.mlp.shared_expert.up_proj.weight,shared_expert,34.0,,,512x2048,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.34.mlp.shared_expert_gate.weight,shared_expert,34.0,,,1x2048,bfloat16,2048,4096,model-00023-of-00026.safetensors
model.language_model.layers.34.post_attention_layernorm.weight,norm,34.0,,,2048,bfloat16,2048,4096,model-00023-of-00026.safetensors
model.language_model.layers.35.input_layernorm.weight,norm,35.0,,,2048,bfloat16,2048,4096,model-00023-of-00026.safetensors
model.language_model.layers.35.mlp.experts.down_proj,routed_expert,35.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00023-of-00026.safetensors
model.language_model.layers.35.mlp.experts.gate_up_proj,routed_expert,35.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00023-of-00026.safetensors
model.language_model.layers.35.mlp.gate.weight,router,35.0,,,256x2048,bfloat16,524288,1048576,model-00023-of-00026.safetensors
model.language_model.layers.35.mlp.shared_expert.down_proj.weight,shared_expert,35.0,,,2048x512,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.35.mlp.shared_expert.gate_proj.weight,shared_expert,35.0,,,512x2048,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.35.mlp.shared_expert.up_proj.weight,shared_expert,35.0,,,512x2048,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.35.mlp.shared_expert_gate.weight,shared_expert,35.0,,,1x2048,bfloat16,2048,4096,model-00023-of-00026.safetensors
model.language_model.layers.35.post_attention_layernorm.weight,norm,35.0,,,2048,bfloat16,2048,4096,model-00023-of-00026.safetensors
model.language_model.layers.35.self_attn.k_norm.weight,norm,35.0,,,256,bfloat16,256,512,model-00023-of-00026.safetensors
model.language_model.layers.35.self_attn.k_proj.weight,attention,35.0,,,512x2048,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.35.self_attn.o_proj.weight,attention,35.0,,,2048x4096,bfloat16,8388608,16777216,model-00023-of-00026.safetensors
model.language_model.layers.35.self_attn.q_norm.weight,norm,35.0,,,256,bfloat16,256,512,model-00023-of-00026.safetensors
model.language_model.layers.35.self_attn.q_proj.weight,attention,35.0,,,8192x2048,bfloat16,16777216,33554432,model-00023-of-00026.safetensors
model.language_model.layers.35.self_attn.v_proj.weight,attention,35.0,,,512x2048,bfloat16,1048576,2097152,model-00023-of-00026.safetensors
model.language_model.layers.36.input_layernorm.weight,norm,36.0,,,2048,bfloat16,2048,4096,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.A_log,attention,36.0,,,32,bfloat16,32,64,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.conv1d.weight,attention,36.0,,,8192x1x4,bfloat16,32768,65536,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.dt_bias,attention,36.0,,,32,bfloat16,32,64,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.in_proj_a.weight,attention,36.0,,,32x2048,bfloat16,65536,131072,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.in_proj_b.weight,attention,36.0,,,32x2048,bfloat16,65536,131072,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.in_proj_qkv.weight,attention,36.0,,,8192x2048,bfloat16,16777216,33554432,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.in_proj_z.weight,attention,36.0,,,4096x2048,bfloat16,8388608,16777216,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.norm.weight,norm,36.0,,,128,bfloat16,128,256,model-00024-of-00026.safetensors
model.language_model.layers.36.linear_attn.out_proj.weight,attention,36.0,,,2048x4096,bfloat16,8388608,16777216,model-00024-of-00026.safetensors
model.language_model.layers.36.mlp.experts.down_proj,routed_expert,36.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00024-of-00026.safetensors
model.language_model.layers.36.mlp.experts.gate_up_proj,routed_expert,36.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00024-of-00026.safetensors
model.language_model.layers.36.mlp.gate.weight,router,36.0,,,256x2048,bfloat16,524288,1048576,model-00024-of-00026.safetensors
model.language_model.layers.36.mlp.shared_expert.down_proj.weight,shared_expert,36.0,,,2048x512,bfloat16,1048576,2097152,model-00024-of-00026.safetensors
model.language_model.layers.36.mlp.shared_expert.gate_proj.weight,shared_expert,36.0,,,512x2048,bfloat16,1048576,2097152,model-00024-of-00026.safetensors
model.language_model.layers.36.mlp.shared_expert.up_proj.weight,shared_expert,36.0,,,512x2048,bfloat16,1048576,2097152,model-00024-of-00026.safetensors
model.language_model.layers.36.mlp.shared_expert_gate.weight,shared_expert,36.0,,,1x2048,bfloat16,2048,4096,model-00024-of-00026.safetensors
model.language_model.layers.36.post_attention_layernorm.weight,norm,36.0,,,2048,bfloat16,2048,4096,model-00024-of-00026.safetensors
model.language_model.layers.37.input_layernorm.weight,norm,37.0,,,2048,bfloat16,2048,4096,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.A_log,attention,37.0,,,32,bfloat16,32,64,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.conv1d.weight,attention,37.0,,,8192x1x4,bfloat16,32768,65536,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.dt_bias,attention,37.0,,,32,bfloat16,32,64,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.in_proj_a.weight,attention,37.0,,,32x2048,bfloat16,65536,131072,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.in_proj_b.weight,attention,37.0,,,32x2048,bfloat16,65536,131072,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.in_proj_qkv.weight,attention,37.0,,,8192x2048,bfloat16,16777216,33554432,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.in_proj_z.weight,attention,37.0,,,4096x2048,bfloat16,8388608,16777216,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.norm.weight,norm,37.0,,,128,bfloat16,128,256,model-00024-of-00026.safetensors
model.language_model.layers.37.linear_attn.out_proj.weight,attention,37.0,,,2048x4096,bfloat16,8388608,16777216,model-00024-of-00026.safetensors
model.language_model.layers.37.mlp.experts.down_proj,routed_expert,37.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00024-of-00026.safetensors
model.language_model.layers.37.mlp.experts.gate_up_proj,routed_expert,37.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00024-of-00026.safetensors
model.language_model.layers.37.mlp.gate.weight,router,37.0,,,256x2048,bfloat16,524288,1048576,model-00024-of-00026.safetensors
model.language_model.layers.37.mlp.shared_expert.down_proj.weight,shared_expert,37.0,,,2048x512,bfloat16,1048576,2097152,model-00024-of-00026.safetensors
model.language_model.layers.37.mlp.shared_expert.gate_proj.weight,shared_expert,37.0,,,512x2048,bfloat16,1048576,2097152,model-00024-of-00026.safetensors
model.language_model.layers.37.mlp.shared_expert.up_proj.weight,shared_expert,37.0,,,512x2048,bfloat16,1048576,2097152,model-00024-of-00026.safetensors
model.language_model.layers.37.mlp.shared_expert_gate.weight,shared_expert,37.0,,,1x2048,bfloat16,2048,4096,model-00024-of-00026.safetensors
model.language_model.layers.37.post_attention_layernorm.weight,norm,37.0,,,2048,bfloat16,2048,4096,model-00024-of-00026.safetensors
model.language_model.layers.38.input_layernorm.weight,norm,38.0,,,2048,bfloat16,2048,4096,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.A_log,attention,38.0,,,32,bfloat16,32,64,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.conv1d.weight,attention,38.0,,,8192x1x4,bfloat16,32768,65536,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.dt_bias,attention,38.0,,,32,bfloat16,32,64,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.in_proj_a.weight,attention,38.0,,,32x2048,bfloat16,65536,131072,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.in_proj_b.weight,attention,38.0,,,32x2048,bfloat16,65536,131072,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.in_proj_qkv.weight,attention,38.0,,,8192x2048,bfloat16,16777216,33554432,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.in_proj_z.weight,attention,38.0,,,4096x2048,bfloat16,8388608,16777216,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.norm.weight,norm,38.0,,,128,bfloat16,128,256,model-00025-of-00026.safetensors
model.language_model.layers.38.linear_attn.out_proj.weight,attention,38.0,,,2048x4096,bfloat16,8388608,16777216,model-00025-of-00026.safetensors
model.language_model.layers.38.mlp.experts.down_proj,routed_expert,38.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00025-of-00026.safetensors
model.language_model.layers.38.mlp.experts.gate_up_proj,routed_expert,38.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00025-of-00026.safetensors
model.language_model.layers.38.mlp.gate.weight,router,38.0,,,256x2048,bfloat16,524288,1048576,model-00025-of-00026.safetensors
model.language_model.layers.38.mlp.shared_expert.down_proj.weight,shared_expert,38.0,,,2048x512,bfloat16,1048576,2097152,model-00025-of-00026.safetensors
model.language_model.layers.38.mlp.shared_expert.gate_proj.weight,shared_expert,38.0,,,512x2048,bfloat16,1048576,2097152,model-00025-of-00026.safetensors
model.language_model.layers.38.mlp.shared_expert.up_proj.weight,shared_expert,38.0,,,512x2048,bfloat16,1048576,2097152,model-00025-of-00026.safetensors
model.language_model.layers.38.mlp.shared_expert_gate.weight,shared_expert,38.0,,,1x2048,bfloat16,2048,4096,model-00025-of-00026.safetensors
model.language_model.layers.38.post_attention_layernorm.weight,norm,38.0,,,2048,bfloat16,2048,4096,model-00025-of-00026.safetensors
model.language_model.layers.39.mlp.experts.gate_up_proj,routed_expert,39.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00025-of-00026.safetensors
mtp.layers.0.mlp.experts.gate_up_proj,routed_expert,0.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00025-of-00026.safetensors
lm_head.weight,lm_head,,,,248320x2048,bfloat16,508559360,1017118720,model-00026-of-00026.safetensors
model.language_model.layers.39.input_layernorm.weight,norm,39.0,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
model.language_model.layers.39.mlp.experts.down_proj,routed_expert,39.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00026-of-00026.safetensors
model.language_model.layers.39.mlp.gate.weight,router,39.0,,,256x2048,bfloat16,524288,1048576,model-00026-of-00026.safetensors
model.language_model.layers.39.mlp.shared_expert.down_proj.weight,shared_expert,39.0,,,2048x512,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
model.language_model.layers.39.mlp.shared_expert.gate_proj.weight,shared_expert,39.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
model.language_model.layers.39.mlp.shared_expert.up_proj.weight,shared_expert,39.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
model.language_model.layers.39.mlp.shared_expert_gate.weight,shared_expert,39.0,,,1x2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
model.language_model.layers.39.post_attention_layernorm.weight,norm,39.0,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
model.language_model.layers.39.self_attn.k_norm.weight,norm,39.0,,,256,bfloat16,256,512,model-00026-of-00026.safetensors
model.language_model.layers.39.self_attn.k_proj.weight,attention,39.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
model.language_model.layers.39.self_attn.o_proj.weight,attention,39.0,,,2048x4096,bfloat16,8388608,16777216,model-00026-of-00026.safetensors
model.language_model.layers.39.self_attn.q_norm.weight,norm,39.0,,,256,bfloat16,256,512,model-00026-of-00026.safetensors
model.language_model.layers.39.self_attn.q_proj.weight,attention,39.0,,,8192x2048,bfloat16,16777216,33554432,model-00026-of-00026.safetensors
model.language_model.layers.39.self_attn.v_proj.weight,attention,39.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
model.language_model.norm.weight,norm,,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
mtp.fc.weight,other,,,,2048x4096,bfloat16,8388608,16777216,model-00026-of-00026.safetensors
mtp.layers.0.input_layernorm.weight,norm,0.0,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
mtp.layers.0.mlp.experts.down_proj,routed_expert,0.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00026-of-00026.safetensors
mtp.layers.0.mlp.gate.weight,router,0.0,,,256x2048,bfloat16,524288,1048576,model-00026-of-00026.safetensors
mtp.layers.0.mlp.shared_expert.down_proj.weight,shared_expert,0.0,,,2048x512,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
mtp.layers.0.mlp.shared_expert.gate_proj.weight,shared_expert,0.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
mtp.layers.0.mlp.shared_expert.up_proj.weight,shared_expert,0.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
mtp.layers.0.mlp.shared_expert_gate.weight,shared_expert,0.0,,,1x2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
mtp.layers.0.post_attention_layernorm.weight,norm,0.0,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
mtp.layers.0.self_attn.k_norm.weight,norm,0.0,,,256,bfloat16,256,512,model-00026-of-00026.safetensors
mtp.layers.0.self_attn.k_proj.weight,attention,0.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
mtp.layers.0.self_attn.o_proj.weight,attention,0.0,,,2048x4096,bfloat16,8388608,16777216,model-00026-of-00026.safetensors
mtp.layers.0.self_attn.q_norm.weight,norm,0.0,,,256,bfloat16,256,512,model-00026-of-00026.safetensors
mtp.layers.0.self_attn.q_proj.weight,attention,0.0,,,8192x2048,bfloat16,16777216,33554432,model-00026-of-00026.safetensors
mtp.layers.0.self_attn.v_proj.weight,attention,0.0,,,512x2048,bfloat16,1048576,2097152,model-00026-of-00026.safetensors
mtp.norm.weight,norm,,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
mtp.pre_fc_norm_embedding.weight,norm,,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
mtp.pre_fc_norm_hidden.weight,norm,,,,2048,bfloat16,2048,4096,model-00026-of-00026.safetensors
